Rank,Club,Country,Level,Elo,From,To
None,Angers,FRA,1,1569.67834473,2019-12-22,2020-01-11
None,Koeln,GER,1,1567.81054688,2019-12-22,2020-01-18
None,Brentford,ENG,2,1567.12548828,2019-12-30,2020-01-01
None,FC Kobenhavn,DEN,1,1566.14001465,2019-12-17,2020-02-14
None,Strasbourg,FRA,1,1565.06140137,2019-12-22,2020-01-11
None,Lok Moskva,RUS,1,1564.87036133,2019-12-13,2020-02-29
None,Parma,ITA,1,1564.59399414,2019-12-23,2020-01-06
None,Union Berlin,GER,1,1564.16320801,2019-12-23,2020-01-18
None,Rayo Vallecano,ESP,2,1563.90893555,2019-12-22,2020-01-05
None,Charleroi,BEL,1,1557.5916748,2019-12-28,2020-01-18
None,Apollon Lemesos,CYP,0,1555.69885254,2019-12-13,2020-02-20
None,Genk,BEL,1,1555.47924805,2019-12-27,2020-01-19
None,Udinese,ITA,1,1555.07739258,2019-12-22,2020-01-06
None,Guimaraes,POR,1,1552.83032227,2019-12-16,2020-01-04
None,Stuttgart,GER,2,1551.87084961,2019-12-22,2020-01-29
None,Razgrad,BUL,1,1551.61230469,2019-12-16,2020-02-15
None,Sheffield Weds,ENG,2,1549.95153809,2019-12-30,2020-01-01
None,Rostov,RUS,1,1549.50158691,2019-12-13,2020-02-29
None,Antwerp,BEL,1,1542.8125,2019-12-28,2020-01-19
None,Crvena Zvezda,SRB,0,1542.62634277,2019-12-13,2020-04-04
None,Midtjylland,DEN,1,1542.3815918,2019-12-16,2020-02-17
None,Galatasaray,TUR,1,1539.56835938,2019-12-29,2020-01-19
None,Hamburg,GER,2,1538.25231934,2019-12-22,2020-01-30
None,Wolfsberg,AUT,1,1537.45996094,2019-12-16,2020-02-15
None,Zaragoza,ESP,2,1536.70617676,2019-12-23,2020-01-07
None,AEK,GRE,1,1536.20910645,2019-12-22,2020-01-05
None,Molde,NOR,1,1535.75585938,2019-12-13,2020-04-04
None,Malaga,ESP,2,1535.7520752,2019-12-22,2020-01-05
None,Steaua,ROM,1,1532.41589355,2019-12-23,2020-02-02
None,Elche,ESP,2,1531.58178711,2019-12-22,2020-01-04
None,Numancia,ESP,2,1530.99084473,2019-12-22,2020-01-05
None,Benevento,ITA,2,1530.86730957,2019-12-30,2020-01-19
None,Forest,ENG,2,1529.46594238,2019-12-30,2020-01-01
None,Bielefeld,GER,2,1529.24194336,2019-12-22,2020-01-28
None,Utrecht,NED,1,1524.66540527,2019-12-23,2020-01-17
None,Rijeka,CRO,1,1524.55895996,2019-12-19,2020-02-01
None,Besiktas,TUR,1,1524.33825684,2019-12-28,2020-01-19
None,M Tel Aviv,ISR,1,1523.45227051,2019-12-29,2020-01-06
None,Trabzonspor,TUR,1,1522.77758789,2019-12-29,2020-01-19
None,Brest,FRA,1,1522.60852051,2019-12-22,2020-01-11
None,Las Palmas,ESP,2,1521.98254395,2019-12-22,2020-01-04
None,Swansea,ENG,2,1521.54394531,2019-12-30,2020-01-02
None,Spal,ITA,1,1519.94482422,2019-12-22,2020-01-05
None,Vitesse,NED,1,1518.90185547,2019-12-23,2020-01-18
None,Bristol City,ENG,2,1518.54125977,2019-12-30,2020-01-01
None,Larnaca,CYP,0,1518.25292969,2019-12-13,2020-02-20
None,Fenerbahce,TUR,1,1518.15039062,2019-12-30,2020-01-18
None,Anderlecht,BEL,1,1517.67785645,2019-12-28,2020-01-19
None,Ferencvaros,HUN,1,1516.70397949,2019-12-16,2020-01-25
None,Preston,ENG,2,1515.65002441,2019-12-30,2020-01-01
None,AIK,SWE,1,1512.84216309,2019-12-13,2020-02-20
None,Hull,ENG,2,1512.42993164,2019-12-30,2020-01-01
None,Gijon,ESP,2,1512.18054199,2019-12-22,2020-01-07
None,Hammarby,SWE,1,1512.15222168,2019-12-13,2020-02-20
None,Viktoria Plzen,CZE,1,1511.01208496,2019-12-16,2020-02-16
None,Zorya,UKR,1,1510.5390625,2019-12-15,2020-02-20
None,Middlesbrough,ENG,2,1510.21350098,2019-12-30,2020-01-01
None,Heidenheim,GER,2,1508.4798584,2019-12-23,2020-01-29
None,Albacete,ESP,2,1507.16308594,2019-12-22,2020-01-04
None,Spartak Moskva,RUS,1,1506.30419922,2019-12-13,2020-02-29
None,Sturm Graz,AUT,1,1505.31286621,2019-12-16,2020-02-16
None,Norrkoeping,SWE,1,1505.12011719,2019-12-13,2020-02-20
None,Djurgarden,SWE,1,1504.83972168,2019-12-13,2020-02-20
None,Genoa,ITA,1,1504.71728516,2019-12-22,2020-01-05
None,Metz,FRA,1,1503.43505859,2019-12-22,2020-01-11
None,Fuenlabrada,ESP,2,1502.84387207,2019-12-23,2020-01-04
None,Nimes,FRA,1,1502.2746582,2019-12-22,2020-01-11
None,Oviedo,ESP,2,1501.93347168,2019-12-22,2020-01-05
None,Rio Ave,POR,1,1501.72497559,2019-12-14,2020-01-05
None,Tula,RUS,1,1499.51696777,2019-12-13,2020-03-01
None,Osijek,CRO,1,1497.28820801,2019-12-16,2020-02-02
None,Dijon,FRA,1,1495.44995117,2019-12-22,2020-01-12
None,Millwall,ENG,2,1494.83862305,2019-12-30,2020-01-01
None,Derby,ENG,2,1494.55651855,2019-12-31,2020-01-02
None,Paderborn,GER,1,1494.12463379,2019-12-23,2020-01-19
None,StGallen,SUI,1,1493.6159668,2019-12-15,2020-01-26
None,Boavista,POR,1,1493.4934082,2019-12-15,2020-01-04
None,Troyes,FRA,2,1492.48083496,2019-12-22,2020-01-10
None,Hajduk,CRO,1,1491.79821777,2019-12-16,2020-02-02
None,Lens,FRA,2,1490.48974609,2019-12-22,2020-01-18
None,Mirandes,ESP,2,1490.4498291,2019-12-23,2020-01-04
None,Dynamo Moskva,RUS,1,1490.27490234,2019-12-13,2020-02-29
None,Ponferradina,ESP,2,1489.55505371,2019-12-23,2020-01-04
None,Sivasspor,TUR,1,1489.3527832,2019-12-30,2020-01-19
None,Reading,ENG,2,1487.99084473,2019-12-30,2020-01-01
None,Blackburn,ENG,2,1487.3951416,2019-12-30,2020-01-01
None,Rosenborg,NOR,1,1483.92370605,2019-12-13,2020-04-04
None,Lecce,ITA,1,1481.83691406,2019-12-23,2020-01-06
None,Verona,ITA,1,1481.52197266,2019-12-16,2020-01-05
None,Amiens,FRA,1,1481.08166504,2019-12-22,2020-01-11
None,Lorient,FRA,2,1480.55505371,2019-12-21,2020-01-13
None,Huddersfield,ENG,2,1479.10083008,2019-12-30,2020-01-01
None,Zulte Waregem,BEL,1,1478.14233398,2019-12-27,2020-01-19
None,Depor,ESP,2,1478.04785156,2019-12-21,2020-01-05
None,Sparta Praha,CZE,1,1477.0369873,2019-12-15,2020-02-15
None,Brescia,ITA,1,1475.35974121,2019-12-23,2020-01-05
None,Alcorcon,ESP,2,1475.32507324,2019-12-23,2020-01-03
None,Austria Wien,AUT,1,1474.13244629,2019-12-16,2020-02-15
None,CSKA Sofia,BUL,1,1473.54248047,2019-12-15,2020-02-15
None,FK Astana,KAZ,0,1473.18591309,2019-12-13,2020-04-04
None,Hannover,GER,2,1470.46801758,2019-12-22,2020-01-28
None,Willem II,NED,1,1470.25634766,2019-12-22,2020-01-18
None,Tenerife,ESP,2,1470.09106445,2019-12-21,2020-01-04
None,Holstein,GER,2,1468.75378418,2019-12-23,2020-01-29
None,Regensburg,GER,2,1468.33850098,2019-12-23,2020-01-28
None,BATE,BLR,1,1468.20446777,2019-12-02,2020-03-19
None,Kortrijk,BEL,1,1466.19104004,2019-12-27,2020-01-18
None,Empoli,ITA,2,1465.84765625,2019-12-30,2020-01-18
None,Frosinone,ITA,2,1465.22631836,2019-12-30,2020-01-17
None,Olexandriya,UKR,1,1464.66955566,2019-12-16,2020-02-20
None,Extremadura,ESP,2,1464.20422363,2019-12-22,2020-01-03
None,Zuerich,SUI,1,1463.80114746,2019-12-15,2020-01-25
None,Terek Grozny,RUS,1,1462.13183594,2019-12-13,2020-02-29
None,Moreirense,POR,1,1460.98400879,2019-12-16,2020-01-05
None,Sverdlovsk,RUS,1,1460.34460449,2019-12-13,2020-02-29
None,Lugo,ESP,2,1459.99304199,2019-12-22,2020-01-04
None,Karabakh Agdam,AZE,0,1459.87036133,2019-12-13,2020-04-04
None,Heerenveen,NED,1,1458.68066406,2019-12-22,2020-01-18
None,Ufa,RUS,1,1458.07666016,2019-12-13,2020-03-01
None,Crotone,ITA,2,1456.95361328,2019-12-30,2020-01-20
None,Groningen,NED,1,1456.20678711,2019-12-23,2020-01-18
None,Birmingham,ENG,2,1456.07434082,2019-12-30,2020-01-01
None,Astra,ROM,1,1455.55627441,2019-12-21,2020-02-01
None,Lugano,SUI,1,1455.51391602,2019-12-16,2020-01-26
None,St Truiden,BEL,1,1455.43151855,2019-12-27,2020-01-18
None,Mouscron,BEL,1,1452.53125,2019-12-27,2020-01-18
None,Servette,SUI,1,1452.02990723,2019-12-15,2020-01-25
None,Aue,GER,2,1451.6875,2019-12-22,2020-01-28
None,AEL Limassol,CYP,0,1451.6237793,2019-12-13,2020-02-20
None,Stoke,ENG,2,1451.53381348,2019-12-30,2020-01-01
None,Osnabrueck,GER,2,1449.87341309,2019-12-23,2020-01-29
None,Alanyaspor,TUR,1,1449.17687988,2019-12-30,2020-01-18
None,Rubin Kazan,RUS,1,1448.46435547,2019-12-13,2020-03-01
None,Guingamp,FRA,2,1448.37646484,2019-12-21,2020-01-18
None,Famalicao,POR,1,1448.07543945,2019-12-15,2020-01-05
None,Orenburg,RUS,1,1447.9901123,2019-12-13,2020-02-28
None,Sandhausen,GER,2,1447.50524902,2019-12-23,2020-01-29
None,Brondby,DEN,1,1447.07373047,2019-12-16,2020-02-16
None,Darmstadt,GER,2,1446.17504883,2019-12-22,2020-01-29
None,Aarhus,DEN,1,1444.83203125,2019-12-16,2020-02-20
None,Maribor,SVN,0,1442.87902832,2019-08-30,2020-04-04
None,Jablonec,CZE,1,1442.17980957,2019-12-14,2020-02-17
None,Craiova,ROM,1,1440.94470215,2019-12-23,2020-01-31
None,Toulouse,FRA,1,1440.53759766,2019-12-22,2020-01-11
None,Chievo,ITA,2,1439.7878418,2019-12-30,2020-01-18
None,Viitorul,ROM,1,1438.75927734,2019-12-21,2020-02-03
None,Santander,ESP,2,1438.69006348,2019-12-22,2020-01-04
None,Le Havre,FRA,2,1438.12805176,2019-12-21,2020-01-10
None,Hartberg,AUT,1,1437.83984375,2019-12-15,2020-02-15
None,Belenenses,POR,1,1437.328125,2019-12-16,2020-01-04
None,Nuernberg,GER,2,1437.2800293,2019-12-21,2020-01-30
None,Tondela,POR,1,1436.79333496,2019-12-17,2020-01-05
None,Mechelen,BEL,1,1436.65014648,2019-12-27,2020-01-17
None,Aberdeen,SCO,1,1435.3894043,2019-12-30,2020-01-22
None,QPR,ENG,2,1435.02844238,2019-12-30,2020-01-01
None,Heracles,NED,1,1434.60668945,2019-12-22,2020-01-19
None,Bochum,GER,2,1434.14685059,2019-12-23,2020-01-28
None,Maritimo,POR,1,1433.76245117,2019-12-15,2020-01-05
None,Fuerth,GER,2,1433.25646973,2019-12-22,2020-01-28
None,Setubal,POR,1,1433.25561523,2019-12-15,2020-01-05
None,Altach,AUT,1,1432.4173584,2019-12-15,2020-02-15
None,Cittadella,ITA,2,1432.31762695,2019-12-30,2020-01-19
None,Panathinaikos,GRE,1,1432.17016602,2019-12-23,2020-01-05
None,St Pauli,GER,2,1431.9744873,2019-12-22,2020-01-28
None,Malatyaspor,TUR,1,1430.51196289,2019-12-30,2020-01-18
None,Legia,POL,1,1430.01281738,2019-12-21,2020-02-09
None,Haecken,SWE,1,1429.52563477,2019-12-13,2020-02-20
None,Gil Vicente,POR,1,1426.51135254,2019-12-16,2020-01-05
None,Levski,BUL,1,1426.03747559,2019-12-16,2020-02-15
None,Charlton,ENG,2,1425.34887695,2019-12-31,2020-01-02
None,Dinamo Brest,BLR,1,1424.69934082,2019-12-02,2020-03-20
None,Santa Clara,POR,1,1423.92041016,2019-12-17,2020-01-04
None,Portimonense,POR,1,1419.88964844,2019-12-14,2020-01-04
None,Tambov,RUS,1,1419.81884766,2019-12-13,2020-03-01
None,Aris,GRE,1,1418.8359375,2019-12-23,2020-01-04
None,Clermont,FRA,2,1415.68457031,2019-12-21,2020-01-10
None,Spezia,ITA,2,1415.35449219,2019-12-30,2020-01-19
None,Desna,UKR,1,1414.49157715,2019-12-16,2020-02-20
None,Atromitos,GRE,1,1414.19824219,2019-12-24,2020-01-04
None,Soligorsk,BLR,1,1411.52624512,2019-12-02,2020-03-19
None,Luzern,SUI,1,1411.49914551,2019-12-16,2020-01-25
None,Lok Zagreb,CRO,1,1410.84240723,2019-12-15,2020-02-01
None,Sion,SUI,1,1410.8067627,2019-12-16,2020-01-26
None,Entella,ITA,2,1408.36950684,2019-12-30,2020-01-18
None,Videoton,HUN,1,1408.25366211,2019-12-15,2020-01-25
None,Botosani,ROM,1,1407.78430176,2019-12-20,2020-02-02
None,Barnsley,ENG,2,1407.59057617,2019-12-30,2020-01-02
None,Den Haag,NED,1,1407.3347168,2019-12-23,2020-01-19
None,Caen,FRA,2,1407.11694336,2019-12-21,2020-01-13
None,Ajaccio,FRA,2,1407.05834961,2019-12-22,2020-01-10
None,Pordenone,ITA,2,1406.71582031,2019-12-30,2020-01-17
None,Wigan,ENG,2,1406.15063477,2019-12-30,2020-01-01
None,Nordsjaelland,DEN,1,1405.85620117,2019-12-14,2020-02-19
None,Mlada Boleslav,CZE,1,1403.68725586,2019-12-14,2020-02-14
None,Beer-Sheva,ISR,1,1403.6862793,2019-12-29,2020-01-05
None,Gaz Metan,ROM,1,1402.97546387,2019-12-21,2020-01-31
None,Karlsruhe,GER,2,1402.36364746,2019-12-21,2020-01-29
None,Pescara,ITA,2,1401.94873047,2019-12-30,2020-01-19
None,HNK Gorica,CRO,1,1400.86169434,2019-12-14,2020-02-02
None,Goeztepe,TUR,1,1399.86535645,2019-12-30,2020-01-19
None,Maccabi Haifa,ISR,1,1399.79748535,2019-12-29,2020-01-06
None,Trnava,SLK,0,1398.34765625,2019-12-13,2020-04-04
None,Admira,AUT,1,1395.15576172,2019-12-15,2020-02-16
None,Perugia,ITA,2,1394.36120605,2019-12-30,2020-01-18
None,Nancy,FRA,2,1393.68395996,2019-12-21,2020-01-10
None,Valenciennes,FRA,2,1393.13220215,2019-12-21,2020-01-10
None,Kryliya Sovetov,RUS,1,1393.10119629,2019-12-13,2020-02-28
None,Sochi,RUS,1,1389.89135742,2019-12-13,2020-03-01
None,Mattersburg,AUT,1,1389.45275879,2019-12-16,2020-02-16
None,Haugesund,NOR,1,1389.34545898,2019-12-13,2020-04-04
None,Sparta Rotterdam,NED,1,1388.43884277,2019-12-22,2020-01-19
None,Odense,DEN,1,1387.89685059,2019-12-17,2020-02-16
None,Wehen,GER,2,1386.93896484,2019-12-21,2020-01-28
None,Ilichivets,UKR,1,1386.90209961,2019-12-15,2020-02-20
None,Cosenza,ITA,2,1386.65771484,2019-12-30,2020-01-20
None,Slovan Bratislava,SLK,0,1385.55456543,2019-12-13,2020-04-04
None,Grenoble,FRA,2,1384.82824707,2019-12-21,2020-01-10
None,Slovan Liberec,CZE,1,1384.62841797,2019-12-15,2020-02-15
None,Randers,DEN,1,1383.13061523,2019-12-16,2020-02-20
None,Cremonese,ITA,2,1382.46679688,2019-12-30,2020-01-18
None,Pacos Ferreira,POR,1,1382.40563965,2019-12-16,2020-01-05
None,Cukaricki,SRB,0,1382.07739258,2019-12-13,2020-04-04
None,Konyaspor,TUR,1,1379.81518555,2019-12-30,2020-01-17
None,Slovacko,CZE,1,1379.2833252,2019-12-15,2020-02-15
None,Luton,ENG,2,1379.10986328,2019-12-30,2020-01-01
None,Pisa,ITA,2,1375.87695312,2019-12-30,2020-01-19
None,Ascoli,ITA,2,1375.82397461,2019-12-30,2020-01-18
None,Goeteborg,SWE,1,1374.84558105,2019-12-13,2020-02-20
None,Viking,NOR,1,1373.17468262,2019-12-13,2020-04-04
None,Dinamo Bucuresti,ROM,1,1372.99584961,2019-12-20,2020-02-01
None,Bodoe Glimt,NOR,1,1372.61877441,2019-12-13,2020-04-04
None,Venezia,ITA,2,1372.43933105,2019-12-30,2020-01-18
None,Zwolle,NED,1,1372.03344727,2019-12-22,2020-01-17
None,Aves,POR,1,1370.69689941,2019-12-15,2020-01-04
None,Rizespor,TUR,1,1369.26611328,2019-12-30,2020-01-20
None,Oostende,BEL,1,1369.25537109,2019-12-28,2020-01-18
None,Juve Stabia,ITA,2,1368.00305176,2019-12-30,2020-01-18
None,Dunajska,SLK,0,1367.73803711,2019-12-13,2020-04-04
None,Dresden,GER,2,1367.56433105,2019-12-21,2020-01-29
None,Xamax,SUI,1,1366.7878418,2019-12-16,2020-01-25
None,Sochaux,FRA,2,1366.12988281,2019-12-21,2020-01-10
None,Hibernian,SCO,1,1365.9564209,2019-12-30,2020-01-22
None,Ruzomberok,SLK,0,1365.23120117,2019-12-13,2020-04-04
None,Odd Grenland,NOR,1,1364.06176758,2019-12-13,2020-04-04
None,Beveren,BEL,1,1363.75671387,2019-12-27,2020-01-18
None,Elfsborg,SWE,1,1363.52416992,2019-12-13,2020-02-20
None,Aalborg,DEN,1,1362.70080566,2019-12-14,2020-02-16
None,Sigma Olomouc,CZE,1,1362.35314941,2019-12-15,2020-02-15
None,St Poelten,AUT,1,1360.7097168,2019-12-15,2020-02-16
None,OFI,GRE,1,1360.69226074,2019-12-23,2020-01-04
None,Banik Ostrava,CZE,1,1360.03222656,2019-12-15,2020-02-15
None,Lech,POL,1,1359.9206543,2019-12-20,2020-02-08
None,Gaziantep FK,TUR,1,1359.47216797,2019-12-30,2020-01-18
None,Cracovia,POL,1,1359.00598145,2019-12-21,2020-02-07
None,Emmen,NED,1,1357.09899902,2019-12-23,2020-01-19
None,Eupen,BEL,1,1357.0802002,2019-12-27,2020-01-18
None,Piast Gliwice,POL,1,1356.14379883,2019-12-22,2020-02-09
None,Beitar,ISR,1,1356.01086426,2019-12-31,2020-01-13
None,Asteras Tripolis,GRE,1,1354.03308105,2019-12-22,2020-01-04
None,Kasimpasa,TUR,1,1353.79870605,2019-12-29,2020-01-19
None,Salernitana,ITA,2,1353.12915039,2019-12-30,2020-01-19
None,Motherwell,SCO,1,1352.13122559,2019-12-30,2020-01-22
None,Auxerre,FRA,2,1352.02783203,2019-12-21,2020-01-10
None,Denizlispor,TUR,1,1348.89428711,2019-12-29,2020-01-19
None,Pogon,POL,1,1346.89660645,2019-12-21,2020-02-09
None,Vaduz,LIE,0,1346.7791748,2019-12-13,2020-02-20
None,Genclerbirligi,TUR,1,1345.03198242,2019-12-28,2020-01-20
None,Sittard,NED,1,1344.64416504,2019-12-22,2020-01-18
None,Sepsi,ROM,1,1344.62365723,2019-12-23,2020-02-01
None,Paris FC,FRA,2,1344.30651855,2019-12-22,2020-01-10
None,Nis,SRB,0,1343.73596191,2019-12-13,2020-04-04
None,Ceske Budejovice,CZE,1,1342.63317871,2019-12-16,2020-02-14
None,Twente,NED,1,1342.546875,2019-12-21,2020-01-18
None,Thun,SUI,1,1342.48693848,2019-12-15,2020-01-26
None,Stabaek,NOR,1,1342.27478027,2019-12-13,2020-04-04
None,Xanthi,GRE,1,1341.30297852,2019-12-22,2020-01-11
None,Chateauroux,FRA,2,1341.00427246,2019-12-21,2020-01-10
None,Jagiellonia,POL,1,1339.76940918,2019-12-22,2020-02-08
None,Slask,POL,1,1338.32946777,2019-12-21,2020-02-07
None,Lubin,POL,1,1337.75341797,2019-12-21,2020-02-09
